vehiculo,anio,estado,promedio_calificacion,n_resenas
Tesla Model Y Long Range,2023,Usado,3.12,389
Acura RLX Sport Hybrid Advance Package,2018,Usado,3.11,478
Acura MDX 3.5L,2016,Usado,3.11,261
BMW M240 i,2019,Usado,3.11,477
Chevrolet Camaro LT1,2023,Nuevo,3.11,561
Chevrolet Camaro 2SS,2018,Usado,3.11,303
Chevrolet Equinox RS,2022,Usado,3.11,51
Dodge Charger GT,2023,Nuevo,3.11,529
Dodge Challenger SXT,2023,Nuevo,3.11,784
Dodge Challenger R/T 392,2017,Dodge Certified,3.11,176
Ford F-150 XLT,2022,Nuevo,3.11,685
Hyundai Kona N Base,2023,Nuevo,3.11,598
INFINITI QX30 Luxe,2019,INFINITI Certified,3.11,12
Lexus IS 350 F Sport,2022,Usado,3.11,146
Lexus GX 460 Base,2021,Usado,3.11,468
Lexus GX 470 Base (A5),2005,Usado,3.11,780
Mercedes-Benz Sprinter 3500 High Roof,2022,Nuevo,3.11,404
Mercedes-Benz AMG GLE 63 S,2023,Nuevo,3.11,160
Porsche Boxster ,2009,Usado,3.11,391
Porsche Cayenne S,2014,Usado,3.11,203
Porsche 911 Carrera 4S Cabriolet,2009,Usado,3.11,701
Tesla Model Y Long Range,2021,Usado,3.11,489
Tesla Model 3 Long Range,2018,Usado,3.11,644
Acura TLX Type S,2022,Usado,3.1,493
Acura RDX A-Spec,2023,Nuevo,3.1,744
Acura MDX 3.5L w/Technology Package,2019,Usado,3.1,322
Acura TLX A-Spec,2021,Usado,3.1,11
BMW 430 i xDrive,2023,Nuevo,3.1,177
BMW M440 i xDrive,2023,Usado,3.1,564
Chevrolet Silverado 1500 LT,2022,Nuevo,3.1,271
Chevrolet Corvette Stingray w/3LT,2023,Nuevo,3.1,450
Dodge Challenger SXT,2022,Usado,3.1,404
Dodge Challenger SXT,2023,Nuevo,3.1,72
Ford Expedition Limited,2023,Nuevo,3.1,431
INFINITI Q70L 3.7X LUXE,2019,Usado,3.1,757
INFINITI QX55 ESSENTIAL,2023,Nuevo,3.1,354
Lexus RX 350 ,2015,Usado,3.1,294
Mercedes-Benz E-Class E 350,2022,Nuevo,3.1,155
Mercedes-Benz S-Class S 580 4MATIC,2022,Nuevo,3.1,192
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,3.1,141
Mercedes-Benz E-Class E 450,2022,Nuevo,3.1,668
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,3.1,506
Porsche Macan Base,2018,Porsche Certified,3.1,60
Porsche 911 GT3,2016,Usado,3.1,411
Porsche Macan S,2016,Usado,3.1,664
Porsche 718 Boxster GTS,2021,Porsche Certified,3.1,654
Tesla Model S Long Range,2020,Usado,3.1,431
Acura MDX 3.5L Technology & A-Spec Pkgs,2019,Usado,3.09,288
BMW 840 Gran Coupe i xDrive,2023,Nuevo,3.09,536
BMW Z4 sDrive30i,2022,Usado,3.09,265
Chevrolet Suburban LS,2023,Nuevo,3.09,651
Chevrolet Tahoe Premier,2022,Nuevo,3.09,392
Dodge Challenger GT,2022,Nuevo,3.09,426
Hyundai Santa Cruz 2.5L SEL,2023,Nuevo,3.09,26
Hyundai Sonata SEL,2020,Usado,3.09,692
Hyundai Palisade SE,2020,Usado,3.09,330
Hyundai Sonata Hybrid Limited,2019,Usado,3.09,202
Hyundai Palisade SEL,2020,Usado,3.09,313
INFINITI QX50 LUXE,2020,Usado,3.09,665
INFINITI QX60 Base,2017,Usado,3.09,676
Lexus GX 460 Base,2018,Usado,3.09,212
Mercedes-Benz EQS 450 Base 4MATIC,2023,Nuevo,3.09,152
Mercedes-Benz EQS 580 Base 4MATIC,2023,Nuevo,3.09,461
Mercedes-Benz G-Class G 550 4MATIC,2023,Nuevo,3.09,716
Porsche 911 Carrera S,2019,Usado,3.09,569
Tesla Model S 75,2016,Usado,3.09,146
Acura RDX Advance Package,2017,Usado,3.08,742
Acura TLX V6 Tech,2016,Usado,3.08,466
Acura RDX A-Spec Advance Package,2023,Nuevo,3.08,616
Chevrolet Traverse LT Cloth,2020,Chevrolet Certified,3.08,72
Dodge Grand Caravan SXT,2020,Usado,3.08,209
Dodge Charger R/T,2017,Usado,3.08,555
INFINITI QX80 Luxe,2020,Usado,3.08,738
INFINITI QX55 SENSORY,2022,Usado,3.08,74
Lexus GX 460 Luxury,2023,Nuevo,3.08,116
Lexus RX 350 F SPORT Handling,2022,Usado,3.08,170
Lexus LX 570 Base,2013,Usado,3.08,171
Lexus GX 460 Luxury,2020,Usado,3.08,41
Lexus RX 450h Base,2014,Usado,3.08,763
Lexus NX 350 Premium,2023,Nuevo,3.08,408
Mercedes-Benz E-Class E 450,2022,Nuevo,3.08,145
Porsche 911 Carrera 4S,2020,Porsche Certified,3.08,339
Tesla Model X 90D,2016,Usado,3.08,218
Tesla Model S 75,2016,Usado,3.08,37
Acura MDX 3.5L Technology & A-Spec Pkgs,2019,Usado,3.07,724
Acura TLX A-Spec,2022,Usado,3.07,659
Acura TLX V6 w/Technology Package,2018,Usado,3.07,296
Acura MDX 3.5L w/Technology Package,2016,Usado,3.07,347
BMW X4 xDrive30i,2022,Usado,3.07,410
BMW 740 i xDrive,2020,Usado,3.07,430
BMW M850 i xDrive,2022,BMW Certified,3.07,676
Chevrolet Trailblazer ACTIV,2023,Nuevo,3.07,38
Chevrolet Equinox LT,2017,Usado,3.07,511
Dodge Challenger SRT Hellcat,2022,Nuevo,3.07,662
Hyundai Genesis Coupe 3.8 Base,2016,Usado,3.07,517
Hyundai Elantra SEL,2021,Usado,3.07,784
Hyundai IONIQ Hybrid SEL,2019,Usado,3.07,468
Hyundai Palisade Limited,2023,Nuevo,3.07,556
Hyundai Santa Fe SE,2017,Nuevo,3.07,150
INFINITI QX60 LUXE,2023,Nuevo,3.07,178
INFINITI QX50 AUTOGRAPH,2022,Nuevo,3.07,10
INFINITI QX80 PREMIUM SELECT,2023,Nuevo,3.07,325
Lexus GX 460 Base,2018,Usado,3.07,712
Lexus LX 600 F SPORT,2023,Nuevo,3.07,257
Lexus NX 200t Base,2017,Usado,3.07,87
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,3.07,44
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,3.07,478
Porsche Cayenne Base,2019,Usado,3.07,591
Porsche Cayman Base,2014,Usado,3.07,584
Porsche Cayenne Platinum Edition,2022,Porsche Certified,3.07,472
Tesla Model X 75D,2018,Usado,3.07,60
Tesla Model 3 Long Range,2020,Usado,3.07,323
Acura MDX 3.5L,2016,Usado,3.06,275
Acura RDX A-Spec,2023,Nuevo,3.06,798
BMW Z4 3.0i Roadster,2006,Usado,3.06,359
BMW 530 i,2019,Usado,3.06,706
Chevrolet Traverse Premier,2023,Nuevo,3.06,318
Chevrolet Equinox 1LT,2023,Nuevo,3.06,437
Chevrolet Tahoe High Country,2022,Usado,3.06,593
Dodge Charger GT,2023,Nuevo,3.06,398
Ford F-150 Raptor,2023,Nuevo,3.06,364
Hyundai IONIQ 5 SEL,2023,Nuevo,3.06,724
Hyundai Elantra HEV Blue,2023,Nuevo,3.06,225
Hyundai Palisade Limited,2022,Usado,3.06,11
INFINITI QX80 Luxe,2023,Nuevo,3.06,338
Lexus ES 350 F Sport,2019,Usado,3.06,588
Lexus IS 300 Base,2023,Nuevo,3.06,794
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,3.06,549
Tesla Model 3 Long Range,2020,Usado,3.06,181
Tesla Model X Long Range Plus,2020,Usado,3.06,43
Acura RDX Base,2019,Usado,3.05,313
Acura RDX Advance Package,2017,Usado,3.05,520
BMW M240 i,2020,Usado,3.05,388
Chevrolet Tahoe RST,2023,Nuevo,3.05,629
Dodge Charger R/T,2022,Usado,3.05,23
Dodge Challenger R/T,2017,Usado,3.05,169
Dodge Durango GT,2022,Usado,3.05,439
Ford Mustang Mach 1,2022,Nuevo,3.05,564
Ford Explorer Timberline,2023,Nuevo,3.05,797
Hyundai Tucson SEL,2021,Usado,3.05,439
Hyundai Elantra SEL,2020,Usado,3.05,657
Hyundai Tucson SEL,2018,Usado,3.05,623
INFINITI QX60 Luxe,2023,Nuevo,3.05,213
INFINITI QX60 Luxe,2019,Usado,3.05,213
Lexus ES 350 ,2019,Usado,3.05,202
Lexus RX 350 Base,2020,Usado,3.05,793
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,3.05,389
Mercedes-Benz GLC 300 Base 4MATIC,2022,Nuevo,3.05,295
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,3.05,483
Porsche Panamera 4S,2021,Usado,3.05,768
Porsche 911 GT3,2018,Usado,3.05,595
Tesla Model X 75D,2018,Usado,3.05,557
Tesla Model S Long Range,2019,Usado,3.05,447
Acura RDX Base,2018,Usado,3.04,468
Acura MDX 3.5L Technology Package,2014,Usado,3.04,192
BMW X3 xDrive30i,2023,Nuevo,3.04,638
Chevrolet Silverado 1500 LT,2023,Nuevo,3.04,515
Chevrolet Corvette Stingray w/3LT,2023,Nuevo,3.04,106
Chevrolet Silverado 2500 WT,2022,Usado,3.04,741
Chevrolet Camaro 1SS,2017,Usado,3.04,218
Chevrolet Traverse Premier,2019,Chevrolet Certified,3.04,89
Dodge Charger GT,2023,Nuevo,3.04,144
Dodge Durango GT,2021,Usado,3.04,370
Dodge Durango SXT,2018,Usado,3.04,95
Hyundai Santa Fe SEL,2022,Usado,3.04,255
Hyundai Palisade Calligraphy,2022,Usado,3.04,692
Hyundai Santa Cruz 2.5T NIGHT,2023,Nuevo,3.04,628
Hyundai Elantra SE,2016,Usado,3.04,735
INFINITI QX60 AUTOGRAPH,2023,Nuevo,3.04,706
INFINITI QX80 Base,2017,Usado,3.04,719
Lexus UX 250h F Sport,2020,Usado,3.04,463
Lexus GX 460 Base,2014,Usado,3.04,132
Lexus IS 300 Base,2016,Usado,3.04,284
Lexus ES 350 Base,2013,Usado,3.04,236
Porsche 718 Cayman S,2019,Usado,3.04,221
Tesla Model S 70D,2016,Usado,3.04,475
Tesla Model 3 Performance,2021,Usado,3.04,55
Tesla Model 3 Long Range,2022,Usado,3.04,396
Acura TLX V6 Tech,2015,Usado,3.03,304
Acura MDX 3.5L w/Technology Package,2017,Usado,3.03,630
Acura Integra A-Spec,2023,Nuevo,3.03,520
BMW i3 94 Ah w/Range Extender,2017,Usado,3.03,233
Chevrolet Trax LT,2022,Nuevo,3.03,709
Dodge Challenger SRT Hellcat,2022,Nuevo,3.03,127
Dodge Durango R/T,2022,Nuevo,3.03,690
Ford F-250 XLT,2022,Nuevo,3.03,694
Ford Mustang Mach 1,2022,Nuevo,3.03,28
Ford Bronco Outer Banks,2022,Nuevo,3.03,464
Hyundai Palisade SEL,2020,Usado,3.03,656
Hyundai Sonata SE,2022,Usado,3.03,635
INFINITI QX50 Luxe,2020,Usado,3.03,160
INFINITI Q50 LUXE,2023,Nuevo,3.03,212
Lexus ES 300h Base,2016,Usado,3.03,92
Lexus RX 350 Premium Plus,2023,Nuevo,3.03,348
Lexus RX 350 ,2014,Usado,3.03,401
Lexus GX 460 Luxury,2023,Nuevo,3.03,39
Mercedes-Benz GLS 450 4MATIC,2023,Nuevo,3.03,524
Mercedes-Benz S-Class S 500 4MATIC,2023,Nuevo,3.03,122
Mercedes-Benz E-Class E 350,2022,Nuevo,3.03,668
Mercedes-Benz GLE 350 Base 4MATIC,2023,Nuevo,3.03,604
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,3.03,516
Porsche Taycan Base,2021,Porsche Certified,3.03,454
Porsche Macan Turbo,2015,Usado,3.03,679
Tesla Model S Long Range,2020,Usado,3.03,243
Tesla Model Y Long Range,2020,Usado,3.03,359
Tesla Model 3 Standard Range Plus,2019,Usado,3.03,114
BMW X3 M40i,2023,Nuevo,3.02,675
BMW 430 Gran Coupe i,2022,BMW Certified,3.02,710
BMW X1 xDrive28i,2018,Usado,3.02,357
Chevrolet Blazer RS,2023,Nuevo,3.02,174
Chevrolet Colorado ZR2,2022,Nuevo,3.02,569
Chevrolet Traverse Premier,2023,Nuevo,3.02,740
Dodge Challenger GT,2022,Nuevo,3.02,274
Dodge Durango GT,2021,Usado,3.02,549
Dodge Ram 1500 SLT,2009,Usado,3.02,626
Ford Explorer Limited,2022,Nuevo,3.02,211
Hyundai Santa Cruz 2.5T SEL Premium,2022,Usado,3.02,532
INFINITI Q70 3.7 LUXE,2018,Usado,3.02,673
INFINITI QX80 SENSORY,2021,INFINITI Certified,3.02,637
INFINITI QX50 Luxe,2021,Usado,3.02,671
INFINITI QX60 SENSORY,2023,Nuevo,3.02,549
Mercedes-Benz E-Class E 350 4MATIC,2023,Nuevo,3.02,673
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,3.02,316
Mercedes-Benz EQS 450+ EQS 450+,2022,Nuevo,3.02,401
Porsche 718 Cayman GT4,2021,Usado,3.02,169
Porsche 911 Carrera 4S,2021,Usado,3.02,37
Porsche Macan Base,2017,Usado,3.02,424
Tesla Model Y Performance,2022,Usado,3.02,494
Tesla Model S Long Range,2021,Usado,3.02,237
Acura RDX Base,2023,Nuevo,3.01,416
Acura Integra w/A-Spec Tech Package,2023,Nuevo,3.01,595
Chevrolet Silverado 1500 High Country,2022,Nuevo,3.01,154
Dodge Challenger R/T Scat Pack,2023,Nuevo,3.01,423
Dodge Charger R/T,2019,Usado,3.01,451
Dodge Charger SE,2015,Usado,3.01,272
Dodge Challenger SXT,2018,Usado,3.01,623
Ford F-150 Platinum,2022,Nuevo,3.01,581
Hyundai Tucson Limited,2023,Nuevo,3.01,557
Hyundai Elantra HEV Blue,2021,Usado,3.01,310
Lexus NX 350h Premium,2023,Nuevo,3.01,295
Lexus GX 460 Base,2018,Usado,3.01,220
Mercedes-Benz C-Class C 300 4MATIC,2023,Nuevo,3.01,94
Mercedes-Benz Sprinter 3500XD High Roof,2022,Nuevo,3.01,232
Porsche 911 GT3,2011,Usado,3.01,207
Tesla Model X P90D,2016,Usado,3.01,442
Acura MDX Type S,2022,Acura Certified,3.0,781
Acura RDX Advance Package,2020,Usado,3.0,765
Acura MDX 3.5L,2018,Usado,3.0,446
Acura RDX Base,2019,Usado,3.0,411
BMW 528 i xDrive,2016,Usado,3.0,634
BMW i8 Base,2015,Usado,3.0,185
BMW 330 i xDrive,2023,Nuevo,3.0,496
Chevrolet Corvette Stingray w/1LT,2023,Nuevo,3.0,107
Dodge Durango R/T,2022,Nuevo,3.0,753
Hyundai Palisade SEL,2023,Nuevo,3.0,229
Lexus ES 350 ,2023,Nuevo,3.0,470
Lexus GX 460 Luxury,2023,Nuevo,3.0,149
Lexus IS 350 F Sport,2021,Usado,3.0,206
Lexus IS 300 Base,2019,Usado,3.0,193
Lexus RX 450hL Base,2020,Usado,3.0,248
Lexus GX 460 Base,2017,Usado,3.0,149
Mercedes-Benz AMG GLC 43 GLC 43 AMG 4MATIC,2023,Nuevo,3.0,150
Porsche Cayenne S,2020,Usado,3.0,119
Tesla Model Y Long Range,2020,Usado,3.0,176
Acura ILX Premium Package,2022,Usado,2.99,592
Acura MDX 3.5L Technology Package,2014,Usado,2.99,416
Acura MDX Technology,2023,Nuevo,2.99,561
BMW M4 Base,2023,Nuevo,2.99,362
BMW X7 M50i,2020,Usado,2.99,603
Ford F-150 XLT,2022,Nuevo,2.99,326
Ford Edge Titanium,2023,Nuevo,2.99,94
Hyundai Tucson Night,2019,Usado,2.99,675
Hyundai Elantra Limited,2023,Nuevo,2.99,323
INFINITI QX50 Luxe,2023,Nuevo,2.99,692
INFINITI QX60 Luxe,2020,Usado,2.99,260
INFINITI FX35 ,2004,Usado,2.99,228
Lexus GX 460 Luxury,2015,Usado,2.99,456
Mercedes-Benz AMG SL 63 Base,2022,Nuevo,2.99,430
Porsche Cayman GT4,2016,Porsche Certified,2.99,248
Porsche Panamera Base,2014,Usado,2.99,471
Porsche 911 Turbo,2015,Usado,2.99,471
Porsche Macan Turbo,2018,Usado,2.99,623
Acura TLX A-Spec,2022,Usado,2.98,257
Chevrolet Suburban LS,2023,Nuevo,2.98,302
Chevrolet Tahoe High Country,2022,Nuevo,2.98,739
Chevrolet Traverse LT Leather,2020,Usado,2.98,769
Hyundai IONIQ 5 SE,2023,Nuevo,2.98,539
Hyundai Elantra N Base,2023,Nuevo,2.98,233
Hyundai Elantra Limited,2014,Usado,2.98,104
INFINITI Q60 Journey,2014,Usado,2.98,529
INFINITI QX50 Luxe,2019,Usado,2.98,678
Lexus LS 460 460,2015,Usado,2.98,684
Lexus IS 300 Base,2023,Nuevo,2.98,12
Mercedes-Benz GLC 300 Base,2022,Nuevo,2.98,691
Mercedes-Benz EQS 580 Base 4MATIC,2022,Nuevo,2.98,578
Porsche Cayenne S,2020,Usado,2.98,290
Porsche Macan Base,2021,Usado,2.98,45
Porsche Macan Base,2022,Usado,2.98,770
Porsche Cayenne E-Hybrid S,2017,Usado,2.98,517
Tesla Model X 75D,2018,Usado,2.98,409
Tesla Model Y Long Range,2020,Usado,2.98,60
Acura MDX 3.5L w/Technology Package,2018,Usado,2.97,220
Acura RLX Technology Package,2014,Usado,2.97,557
Acura RDX Technology,2014,Usado,2.97,580
BMW 540 i xDrive,2018,Usado,2.97,156
Chevrolet Silverado 2500 Custom,2023,Nuevo,2.97,586
Chevrolet Camaro 1LT,2023,Nuevo,2.97,119
Chevrolet Trailblazer LT,2023,Nuevo,2.97,453
Dodge Durango GT,2022,Nuevo,2.97,136
Ford F-150 XLT,2022,Nuevo,2.97,756
Hyundai Elantra HEV Limited,2023,Nuevo,2.97,446
Hyundai Sonata Hybrid Limited,2023,Nuevo,2.97,427
INFINITI QX50 Luxe,2020,Usado,2.97,377
Lexus RX 350h ,2023,Nuevo,2.97,257
Lexus ES 350 350,2019,Usado,2.97,482
Mercedes-Benz C-Class C 300 4MATIC,2023,Nuevo,2.97,680
Mercedes-Benz EQS 450+ EQS 450+,2022,Nuevo,2.97,313
Mercedes-Benz Sprinter 3500XD High Roof,2022,Nuevo,2.97,537
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,2.97,280
Porsche Panamera S,2014,Usado,2.97,361
Tesla Model S Plaid,2021,Usado,2.97,300
Tesla Model 3 Long Range,2018,Usado,2.97,770
Acura MDX Technology,2023,Nuevo,2.96,548
BMW X3 M40i,2023,Nuevo,2.96,749
BMW X5 M Base,2023,Nuevo,2.96,67
BMW 340 i xDrive,2018,Usado,2.96,458
BMW X3 xDrive30i,2019,BMW Certified,2.96,127
Chevrolet Tahoe Premier,2018,Usado,2.96,68
Dodge Challenger SRT Hellcat,2022,Nuevo,2.96,564
Dodge Challenger R/T,2020,Usado,2.96,372
Dodge Charger Scat Pack,2021,Dodge Certified,2.96,111
Dodge Avenger SE,2014,Usado,2.96,758
Dodge Charger R/T,2016,Usado,2.96,758
Ford Ranger XLT,2023,Nuevo,2.96,308
Ford Expedition King Ranch,2023,Nuevo,2.96,750
Hyundai Sonata SEL,2021,Usado,2.96,528
INFINITI QX80 SENSORY,2023,Nuevo,2.96,303
INFINITI QX50 ESSENTIAL,2019,Usado,2.96,585
INFINITI QX50 ESSENTIAL,2019,Usado,2.96,462
Lexus GS 350 ,2017,Usado,2.96,69
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,2.96,785
Mercedes-Benz EQS 450+ EQS 450+,2022,Nuevo,2.96,658
Porsche 718 Cayman S,2017,Usado,2.96,475
Porsche Cayenne E-Hybrid Base,2019,Usado,2.96,572
Tesla Model 3 Mid Range,2019,Usado,2.96,212
Tesla Model S Plaid,2021,Usado,2.96,414
Tesla Model 3 Standard Range Plus,2021,Usado,2.96,624
Tesla Model S Performance,2014,Usado,2.96,372
Acura ILX ,2018,Usado,2.95,326
Acura ILX Base,2021,Usado,2.95,225
Acura RDX ,2022,Acura Certified,2.95,782
BMW M8 Competition Gran Coupe,2023,Nuevo,2.95,346
Dodge Charger SXT,2021,Usado,2.95,596
Dodge Durango R/T,2019,Usado,2.95,598
Dodge Ram 2500 SLT,2007,Usado,2.95,34
Ford Mustang GT,2022,Nuevo,2.95,535
Ford F-250 XL,2022,Nuevo,2.95,99
Ford F-150 Tremor,2022,Nuevo,2.95,56
Hyundai Tucson Value,2021,Usado,2.95,133
INFINITI QX60 Base,2018,Usado,2.95,507
Lexus RX 350 ,2009,Usado,2.95,178
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,2.95,678
Mercedes-Benz E-Class E 350 4MATIC,2023,Nuevo,2.95,10
Porsche 911 GT3 RS 4.0,2011,Usado,2.95,153
Porsche 911 Carrera,2020,Usado,2.95,734
Acura MDX 3.5L w/Technology Package,2020,Usado,2.94,118
Acura ILX Base,2021,Usado,2.94,206
BMW X1 sDrive28i,2019,Usado,2.94,177
Chevrolet Silverado 1500 RST,2022,Nuevo,2.94,343
Chevrolet Corvette Stingray Z51,2014,Usado,2.94,99
Chevrolet Tahoe LT,2023,Nuevo,2.94,546
Chevrolet Tahoe LT,2016,Usado,2.94,97
Chevrolet Sonic LT,2013,Usado,2.94,555
Dodge Charger SXT,2023,Nuevo,2.94,178
Ford Explorer Timberline,2022,Nuevo,2.94,707
Ford Bronco ,2023,Nuevo,2.94,404
Ford Bronco Badlands,2022,Nuevo,2.94,755
Hyundai Sonata Hybrid Base,2013,Usado,2.94,98
Hyundai Accent SE,2021,Usado,2.94,131
INFINITI QX80 Luxe,2019,Usado,2.94,227
Lexus NX 300 ,2019,Usado,2.94,631
Lexus GX 460 Base,2019,Usado,2.94,292
Lexus IS 300 Base,2023,Nuevo,2.94,692
Porsche Taycan Base,2022,Porsche Certified,2.94,164
Porsche Panamera 4,2013,Usado,2.94,222
Porsche Cayenne GTS,2013,Usado,2.94,228
Porsche Macan Base,2019,Porsche Certified,2.94,528
Tesla Model S 90D,2015,Usado,2.94,574
Acura MDX 3.5L w/Advance Package,2020,Usado,2.93,57
Chevrolet Tahoe LS,2023,Nuevo,2.93,450
Chevrolet Camaro LT1,2023,Nuevo,2.93,435
Chevrolet Silverado 3500 LT,2022,Nuevo,2.93,666
Dodge Challenger SRT Hellcat,2023,Nuevo,2.93,603
Dodge Caliber Uptown,2011,Usado,2.93,753
Hyundai IONIQ Hybrid Blue,2020,Usado,2.93,599
Hyundai Sonata Limited,2022,Usado,2.93,93
INFINITI Q60 3.0t LUXE,2019,Usado,2.93,636
INFINITI QX60 Luxe,2019,Usado,2.93,493
Lexus RX 350 350,2020,Usado,2.93,773
Lexus NX 300 NX 300 F SPORT,2019,Usado,2.93,338
Lexus NX 200t F Sport,2016,Usado,2.93,439
Lexus RX 350 Premium Plus,2023,Nuevo,2.93,518
Mercedes-Benz GLC 300 Base,2022,Nuevo,2.93,518
Mercedes-Benz S-Class S 580 4MATIC,2023,Nuevo,2.93,548
Porsche 718 Cayman ,2022,Usado,2.93,714
Porsche Macan Base,2018,Usado,2.93,307
Tesla Model S Long Range,2020,Usado,2.93,608
Tesla Model 3 Long Range,2019,Usado,2.93,612
Acura RDX A-Spec Advance Package,2023,Nuevo,2.92,23
Acura RDX A-Spec,2021,Usado,2.92,614
Acura TLX Technology,2021,Usado,2.92,553
Acura Integra A-Spec Technology,2023,Nuevo,2.92,257
BMW 530 i xDrive,2023,Nuevo,2.92,392
BMW M240 i xDrive,2022,Usado,2.92,694
Chevrolet Trailblazer LT,2023,Nuevo,2.92,599
Chevrolet Camaro LT1,2023,Nuevo,2.92,564
Chevrolet Silverado 2500 LT,2023,Nuevo,2.92,408
Chevrolet Silverado 1500 LT Trail Boss,2022,Nuevo,2.92,631
Chevrolet Equinox Premier,2022,Nuevo,2.92,315
Chevrolet Silverado 3500 High Country,2023,Nuevo,2.92,57
Chevrolet Spark EV 2LT,2016,Usado,2.92,284
Dodge Challenger GT,2022,Nuevo,2.92,413
Dodge Ram 2500 SLT,2007,Usado,2.92,40
Ford F-250 XLT,2022,Nuevo,2.92,161
Hyundai Sonata Limited,2015,Usado,2.92,177
Hyundai Genesis 3.8,2015,Usado,2.92,425
Hyundai Tucson Sport,2021,Usado,2.92,101
INFINITI Q50 Hybrid Sport,2015,Usado,2.92,508
INFINITI QX80 Luxe,2021,Usado,2.92,479
Lexus IS 350 Base,2018,Usado,2.92,788
Lexus RX 350 Base,2015,Usado,2.92,621
Lexus RX 350L Base,2022,Usado,2.92,123
Mercedes-Benz EQS 450+ EQS 450+,2022,Nuevo,2.92,32
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,2.92,137
Porsche Cayenne Base,2023,Nuevo,2.92,714
Porsche Cayenne GTS,2021,Porsche Certified,2.92,110
Porsche Cayenne Base,2019,Usado,2.92,139
Tesla Model Y Long Range,2021,Usado,2.92,458
Tesla Model 3 Standard Range Plus,2019,Usado,2.92,717
Tesla Model Y Long Range,2021,Usado,2.92,248
Acura RDX A-Spec Advance,2023,Nuevo,2.91,362
BMW 740 i xDrive,2019,Usado,2.91,635
Chevrolet Colorado Z71,2022,Nuevo,2.91,446
Chevrolet Silverado 1500 RST,2022,Nuevo,2.91,43
Ford Explorer Timberline,2022,Nuevo,2.91,499
Ford Explorer Timberline,2023,Nuevo,2.91,96
Hyundai Elantra SEL,2020,Usado,2.91,720
INFINITI Q50 3.0t LUXE,2019,Usado,2.91,421
Lexus GS 350 F Sport,2020,Usado,2.91,430
Lexus RX 350 350,2017,Usado,2.91,46
Mercedes-Benz AMG SL 63 SL 63 AMG 4MATIC,2022,Nuevo,2.91,774
Mercedes-Benz GLE 450 AWD 4MATIC,2023,Nuevo,2.91,98
Porsche 928 2dr Coupe,1982,Usado,2.91,593
Porsche Boxster Spyder,2016,Porsche Certified,2.91,451
Acura RDX ,2018,Usado,2.9,67
BMW M340 i,2020,Usado,2.9,313
Chevrolet Silverado 2500 Custom,2022,Nuevo,2.9,147
Dodge Durango R/T,2020,Dodge Certified,2.9,354
Dodge Durango GT,2020,Dodge Certified,2.9,576
Dodge Challenger SXT,2023,Nuevo,2.9,260
Ford Explorer XLT,2020,Ford Certified,2.9,372
Hyundai Santa Fe HEV SEL Premium,2021,Usado,2.9,498
Hyundai Sonata SE,2018,Usado,2.9,661
INFINITI QX80 SENSORY,2023,Nuevo,2.9,263
Lexus GX 460 Base,2020,Usado,2.9,368
Lexus RX 450h Base,2020,Usado,2.9,443
Lexus RX 350 ,2017,Usado,2.9,461
Lexus RX 450h Base,2021,Usado,2.9,435
Mercedes-Benz GLC 300 Base 4MATIC,2022,Nuevo,2.9,661
Mercedes-Benz E-Class E 350,2022,Nuevo,2.9,186
Porsche Cayenne Turbo,2013,Usado,2.9,536
Porsche 911 Carrera,2017,Usado,2.9,285
Porsche Cayenne E-Hybrid E-HYBRID,2023,Usado,2.9,132
Tesla Model S Long Range,2020,Usado,2.9,22
Tesla Model Y Long Range,2021,Usado,2.9,768
Tesla Model S Base,2022,Usado,2.9,148
Tesla Model S 75D,2016,Usado,2.9,639
Acura TLX FWD,2020,Usado,2.89,348
Acura RDX Advance Package,2016,Usado,2.89,118
Acura MDX 3.5L w/Technology Package,2019,Usado,2.89,117
BMW X5 M50i,2023,Nuevo,2.89,156
BMW X6 xDrive40i,2023,Nuevo,2.89,780
BMW M5 Competition,2019,Usado,2.89,614
Chevrolet Traverse High Country,2018,Usado,2.89,363
Chevrolet Camaro LT1,2023,Nuevo,2.89,204
Dodge Charger Scat Pack,2022,Nuevo,2.89,474
Dodge Durango R/T,2022,Nuevo,2.89,799
Dodge Charger R/T,2018,Usado,2.89,670
Ford Expedition Max XLT,2020,Usado,2.89,594
Hyundai Kona SEL Plus,2021,Usado,2.89,387
Hyundai Tucson SEL,2020,Usado,2.89,333
INFINITI Q60 3.0t LUXE,2019,Usado,2.89,482
Lexus RX 350 F SPORT Handling,2023,Nuevo,2.89,639
